"ID";"P1";"P3";"P8";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P21";"P22";"P23";"P24";"P26";"P2";"P4";"P5";"P6";"P7";"P9";"P10";"P11";"P19";"P20"
310;Não;NS/NR;No trabalho;Não;;;;;;;60 anos ou mais;Não alfabetizada;Até 2 salários míninos (R$ 520);Dona de casa;Norte;Não;Não;Muito importante;Muito importante;Importante;Sexual;Sim;Psicológica;;
311;Não;Na família;Nas instituições públicas;Não;;;;;;;16 a 19 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Estudante;Nordeste;Não;Em parte;Importante;Muito importante;Muito importante;Sexual;Não;;;
312;Não;Na família;No trabalho;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
313;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Nordeste;As vezes;Sim;Importante;Muito importante;Muito importante;Moral;Não;;;
314;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Estudante;Nordeste;Não;Não;Muito importante;Importante;Muito importante;Moral;Não;;;
315;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Em parte;Muito importante;Muito importante;Importante;Sexual;Não;;;
316;As vezes;Na família;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Em parte;Muito importante;Importante;Importante;Física;Não;;;
317;Não;Na Justiça;Na família;Não;;;;;;;30 a 39 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;As vezes;Em parte;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
318;As vezes;Na família;Na família;Não;;;;;;;40 a 49 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Moral;Não;;;
319;Não;No trabalho;Na família;Não;;;;;;;40 a 49 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
320;As vezes;No trabalho;No trabalho;Não;;;;;;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Moral;Não;;;
321;As vezes;Na família;Na Justiça;Não;;;;;;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Importante;Física;Não;;;
322;Não;Na Justiça;Na família;Não;;;;;;;50 a 59 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Importante;Muito importante;Indiferente;Sexual;Sim;Sexual;;
323;As vezes;NS/NR;NS/NR;Não;;;;;;;50 a 59 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Física;Não;;;
324;As vezes;Na família;Na família;Não;;;;;;;60 anos ou mais;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Importante;Moral;Não;;;
325;As vezes;Na Justiça;Na família;Prefere não falar sobre o assunto;;;;;;;40 a 49 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Norte;Não;Em parte;Muito importante;Muito importante;Importante;Sexual;Sim;Física;;
326;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;40 a 49 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Norte;Não;Em parte;Muito importante;Importante;Muito importante;Moral;Não;;;
327;As vezes;Na família;Na família;Não;;;;;;;50 a 59 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Norte;Sim;Em parte;Muito importante;Importante;Pouco importante;Física;Sim;Física;;
328;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;16 a 19 anos;Ensino fundamental;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Estudante;Sul;Não;Em parte;Muito importante;Muito importante;Muito importante;Física;Não;;;
329;Sim;No trabalho;Na família;Não;;;;;;;20 a 29 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Sul;Sim;Sim;Importante;Importante;Importante;Moral;Não;;;
330;As vezes;Na família;Nas instituições públicas;Não;;;;;;;20 a 29 anos;Ensino médio;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Sul;As vezes;Não;Importante;Importante;Indiferente;Moral;Sim;Física;;
331;As vezes;No trabalho;Na família;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;Não;Em parte;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
332;As vezes;Na Justiça;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino superior;NS/NR;Trabalha fora;Sul;Não;Em parte;Muito importante;Muito importante;Muito importante;Física;Não;;;
333;Não;Na Justiça;Na família;Não;;;;;;;20 a 29 anos;Ensino superior;NS/NR;Estudante;Sul;As vezes;Sim;Importante;Muito importante;Importante;Moral;Sim;Física;;
334;Não;NS/NR;Na família;Sim;Física;1 vez;20 a 29 anos;Marido;Procurou ajuda da família;;20 a 29 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sul;As vezes;Sim;Importante;Importante;Indiferente;Física;Sim;Física;;
335;Não;Na Justiça;Na família;Sim;Física;1 vez;até 19 anos;Marido;NS/NR;;20 a 29 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Estudante;Sul;As vezes;Em parte;Muito importante;Muito importante;Muito importante;Física;Não;;;
336;As vezes;Na família;No trabalho;Não;;;;;;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Estudante;Sul;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Psicológica;;
337;Sim;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Sul;Não;Em parte;Muito importante;Muito importante;Importante;Sexual;Não;;;
338;Não;Nas instituições públicas;No trabalho;Não;;;;;;;20 a 29 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Sul;Não;Não;Pouco Importante;Importante;Muito importante;Sexual;Sim;Física;;
339;As vezes;Na família;No trabalho;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Sul;Não;Sim;Muito importante;Muito importante;Muito importante;Física;Não;;;
340;Não;Na Justiça;Na família;Sim;Física;4 vezes ou mais;20 a 29 anos;Companheiro;Procurou uma delegacia comum;Ótimo;20 a 29 anos;Ensino superior;Até 2 salários míninos (R$ 520);Trabalha fora;Sul;Não;Sim;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;Foi para sua casa;
341;As vezes;Na família;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino superior;Até 2 salários míninos (R$ 520);Trabalha fora;Sul;Não;Em parte;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
342;As vezes;Na família;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Sul;Não;Em parte;Importante;Importante;Muito importante;Sexual;Sim;Sexual;;
343;Não;Na família;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;Não;Em parte;Muito importante;Muito importante;Muito importante;Psicológica;Não;;;
344;As vezes;Na família;No trabalho;Sim;Psicológica;4 vezes ou mais;20 a 29 anos;Marido;Procurou uma delegacia comum;Péssimo;30 a 39 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;Foi para sua casa;
345;As vezes;Na família;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;As vezes;Sim;Muito importante;Muito importante;Importante;Física;Não;;;
346;Não;No trabalho;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;Não;Sim;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
347;As vezes;Na família;No trabalho;Não;;;;;;;40 a 49 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Sul;Não;Em parte;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
348;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;40 a 49 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;Não;Não;Muito importante;Importante;Importante;Psicológica;Não;;;
349;Não;Nas instituições públicas;Na família;Não;;;;;;;40 a 49 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
350;Sim;Na família;No trabalho;Não;;;;;;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Não;;;
351;Não;Na família;No trabalho;Não;;;;;;;50 a 59 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Sul;As vezes;Não;Importante;Importante;Importante;Moral;Não;;;
352;Não;No trabalho;Na família;Não;;;;;;;50 a 59 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;Sim;Sim;Importante;Importante;Importante;Patrimonial;Não;;;
353;Não;NS/NR;NS/NR;Não;;;;;;;50 a 59 anos;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Sul;Não;Não;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
354;As vezes;Na família;Nas instituições públicas;Não;;;;;;;60 anos ou mais;Ensino fundamental;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sul;Sim;Sim;Importante;Indiferente;Importante;Física;Não;;;
355;Não;Na família;No trabalho;Não;;;;;;;60 anos ou mais;Ensino fundamental;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Dona de casa;Sul;Sim;Em parte;Muito importante;Muito importante;Muito importante;Moral;Não;;;
356;As vezes;Na família;Na Justiça;Não;;;;;;;60 anos ou mais;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Sul;As vezes;Em parte;Indiferente;Importante;Muito importante;Psicológica;Não;;;
357;Não;Na solicitação de serviços;Nas instituições públicas;Sim;Física;4 vezes ou mais;até 19 anos;Marido;Procurou ajuda da família;;20 a 29 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Norte;Não;Sim;Pouco Importante;Muito importante;Importante;Moral;Não;;;
358;Não;No trabalho;Na família;Não;;;;;;;30 a 39 anos;Ensino fundamental;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Norte;Não;Não;Muito importante;Muito importante;Muito importante;Patrimonial;Não;;;
359;Não;Na família;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Norte;Não;Não;Muito importante;Muito importante;Muito importante;Física;Sim;Física;;
360;Não;Na solicitação de serviços;No trabalho;Não;;;;;;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Norte;Não;Em parte;Muito importante;Muito importante;Muito importante;Moral;Não;;;
361;Não;No trabalho;Na Justiça;Não;;;;;;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Norte;Não;Não;Importante;Muito importante;Importante;Física;Não;;;
362;As vezes;Na família;NS/NR;Não;;;;;;;60 anos ou mais;Não alfabetizada;Até 2 salários míninos (R$ 520);Dona de casa;Norte;As vezes;Sim;Importante;Muito importante;Muito importante;Patrimonial;Sim;Física;;
363;Não;Na família;No trabalho;Não;;;;;;;16 a 19 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Estudante;Nordeste;Não;Não;Importante;Importante;Importante;Psicológica;Não;;;
364;Não;Na família;No trabalho;Não;;;;;;;20 a 29 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
365;Não;Na família;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino superior;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Em parte;Muito importante;Muito importante;Importante;Moral;Sim;Física;;
366;Não;Na solicitação de serviços;No trabalho;Não;;;;;;;20 a 29 anos;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Nordeste;Não;Em parte;Muito importante;Muito importante;Muito importante;Psicológica;Sim;Física;;
367;Não;No trabalho;Na Justiça;Não;;;;;;;20 a 29 anos;Ensino médio;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Em parte;Muito importante;Muito importante;Pouco importante;Sexual;Não;;;
368;Não;Na família;Na Justiça;Não;;;;;;;20 a 29 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Estudante;Nordeste;Não;Não;Muito importante;Muito importante;Pouco importante;Moral;Não;;;
369;As vezes;No trabalho;Na solicitação de serviços;Não;;;;;;;20 a 29 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Física;Não;;;
370;As vezes;Na família;NS/NR;Sim;Psicológica;NS/NR;20 a 29 anos;Marido;NS/NR;;30 a 39 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Sim;Sim;Muito importante;Importante;Muito importante;Física;Sim;Psicológica;;
371;Não;Na Justiça;Na família;Não;;;;;;;30 a 39 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;Não;Não;Muito importante;Importante;Importante;Psicológica;Não;;;
372;Não;Na família;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Não;Muito importante;Importante;Muito importante;Física;Não;;;
373;Não;Na solicitação de serviços;Na Justiça;Não;;;;;;;30 a 39 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Não;;;
374;Não;No trabalho;Na Justiça;Não;;;;;;;30 a 39 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;Não;Não;Sem importância;Muito importante;Muito importante;Sexual;Sim;Física;;
375;As vezes;No trabalho;Na família;Sim;Física;2 vezes;20 a 29 anos;Marido;Procurou uma delegacia da mulher;Regular;30 a 39 anos;Ensino superior;11 a 20 salários mínimos (R$2.860 - R$ 5.200);Estudante;Nordeste;As vezes;Não;Muito importante;Muito importante;Muito importante;Moral;Sim;Física;Foi para casa de familiares;
376;Sim;Na família;Na solicitação de serviços;Não;;;;;;;30 a 39 anos;Ensino fundamental;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Nordeste;Não;Sim;Muito importante;Muito importante;Muito importante;Moral;Sim;Moral;;
377;Não;Na Justiça;Na solicitação de serviços;Sim;Moral;1 vez;30 a 39 anos;Marido;Silenciou;;30 a 39 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Indiferente;Moral;Sim;Física;;
378;Não;No trabalho;Na família;Não;;;;;;;30 a 39 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Sem importância;Importante;Muito importante;Sexual;Não;;;
379;Não;Na família;No trabalho;Sim;Física;3 vezes;20 a 29 anos;Marido;Procurou uma delegacia da mulher;Ótimo;30 a 39 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Não;;Foi para casa de familiares;
380;Não;Na família;No trabalho;Não;;;;;;;30 a 39 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Sim;Indiferente;Importante;Importante;Moral;Não;;;
381;Não;Nas instituições públicas;Na família;Não;;;;;;;30 a 39 anos;Ensino superior;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Moral;Sim;Física;;
382;As vezes;Na família;Na solicitação de serviços;Não;;;;;;;30 a 39 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Não;Não;Muito importante;Importante;Muito importante;Física;Não;;;
383;Não;Na família;No trabalho;Não;;;;;;;30 a 39 anos;Ensino médio;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Sexual;Sim;Física;;
384;Não;Na família;Nas instituições públicas;Não;;;;;;;30 a 39 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Sim;Não;Importante;Importante;Muito importante;Física;Não;;;
385;Não;No trabalho;Na família;Não;;;;;;;40 a 49 anos;Ensino fundamental;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Nordeste;Não;Não;Importante;Muito importante;Importante;Moral;Sim;Física;;
386;As vezes;Na solicitação de serviços;Na família;Sim;Física;4 vezes ou mais;até 19 anos;Marido;Procurou ajuda de amigos;;40 a 49 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Trabalha fora;Nordeste;Não;Não;Muito importante;Importante;Muito importante;Psicológica;Sim;Física;;
387;Não;Na Justiça;Na família;Não;;;;;;;40 a 49 anos;Ensino superior;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Trabalha fora;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Física;Não;;;
388;Não;Na família;NS/NR;Não;;;;;;;40 a 49 anos;Ensino fundamental;Até 2 salários míninos (R$ 520);Trabalha fora;Nordeste;Não;NS/NR;Muito importante;Muito importante;Muito importante;Moral;Não;;;
389;As vezes;Na família;No trabalho;Não;;;;;;;50 a 59 anos;Ensino médio;3 a 5 salários mínimos (R$780 - R$ 1.300);Dona de casa;Nordeste;Não;Sim;Muito importante;Muito importante;Importante;Psicológica;Sim;Moral;;
390;As vezes;No trabalho;Na família;Não;;;;;;;60 anos ou mais;Não alfabetizada;Até 2 salários míninos (R$ 520);Dona de casa;Nordeste;As vezes;Não;Muito importante;Muito importante;Importante;Sexual;Não;;;
391;Não;No trabalho;Na família;Prefere não falar sobre o assunto;;;;;;;60 anos ou mais;Não alfabetizada;6 a 10 salários mínimos (R$ 1.560 - R$ 2.600);Dona de casa;Nordeste;Não;Não;Muito importante;Muito importante;Muito importante;Psicológica;Não;;;
