"ID";"P03";"P05";"P06";"P07";"P08";"P12";"P1301";"P1302";"P1303";"P1304";"P1305";"P1306";"P1307";"P1308";"P1309";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P231";"P232";"P233";"P234";"P235";"P236";"P237";"P238";"P24";"P251";"P252";"P253";"P254";"P255";"P256";"P257";"P258";"P2601";"P2602";"P2603";"P2604";"P2605";"P2606";"P2607";"P2608";"P2609";"P2610";"P2611";"P2612";"P2613";"P2614";"P2615";"P2701";"P2702";"P2703";"P2704";"P2705";"P2706";"P2707";"P2708";"P2709";"P2710";"P2711";"P2712";"P2713";"P2714";"P2715";"P2716";"P2717";"P2718";"P28";"P29";"P30";"P32";"P3101";"P3102";"P3103";"P3104";"P3105";"P3106";"P3107";"P3108";"P3109";"P3110";"P3111";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"REGIAO";"P09";"P10";"P11";"P17";"P18';"PropFM",,,
135;Bahia;Sim;Na rua;Pouco machista;Aumentou;Na maioria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Sim;Pouco;Não;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Solteira</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Nordeste;Sim;Sim;Sim;<b>Não sei  (Não Ler)</b>;<b>Deve</b>;115230,673684211,,
136;São Paulo;Às vezes;Na família;Pouco machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Sim;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;Branca;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;62771,4925373134,
137;São Paulo;Não;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>União estável</b>;Sim;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Sudeste;;;Não;Sim;<b>Deve</b>;100921,928571429,
138;Sergipe;Às vezes;Na família;Pouco machista;Continuou igual;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Mais de R$ 9.370,01 (Mais de 10 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Parda;Nordeste;;;Sim;Sim;<b>Deve</b>;47544,6,
139;Tocantins;Não;Na rua;Pouco machista;Aumentou;Na maioria das vezes;No;No;No;Yes;No;No;Yes;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia comum</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>0 a 15 anos</b>;No;No;Yes;No;No;No;No;No;No;No;No;<b>De 18 a 19 anos</b>;<b>Solteira</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Preta;Norte;Sim;Sim;Sim;Não;<b>Deve</b>;59325,5714285714,
140;Bahia;Às vezes;Na rua;Pouco machista;Diminuiu;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Nordeste;;;Sim;Sim;<b>Deve</b>;21070,,
141;Bahia;Às vezes;No trabalho;Pouco machista;Aumentou;Na minoria das vezes;No;No;Yes;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Nordeste;Sim;Sim;Sim;Não;<b>Deve</b>;13698,1107427056
142;São Paulo;Às vezes;No trabalho;Pouco machista;Aumentou;Na maioria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Não;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>20 a 29 anos</b>;Yes;No;No;No;No;No;No;No;No;No;No;<b>De 30 a 39 anos</b>;<b>Divorciada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;87994,5957446808,
143;Tocantins;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;Yes;No;No;No;Sim;Sim;Pouco;Sim;;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 16 a 17 anos</b>;<b>Solteira</b>;Não;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Sem renda</b>;<b>Estudante</b>;Preta;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;59325,5714285714,,
144;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;No;Yes;No;No;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;35366,2222222222
145;Bahia;Não;Na família;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;Yes;Yes;No;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia comum</b>;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Sim;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>18 a 19 anos</b>;No;No;Yes;Yes;No;No;No;No;No;No;No;<b>De 18 a 19 anos</b>;<b>Não sei </b>;Não;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Não sei </b>;<b>Estudante</b>;Preta;Nordeste;;;Sim;Sim;<b>Deve</b>;1506,5,,
146;São Paulo;Não;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;Yes;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Solteira</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;119924,289473684,,
147;São Paulo;Às vezes;Na família;Nada machista;Aumentou;<b>Prefiro não responder (Não Ler)</b>;No;No;No;No;Yes;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>20 a 29 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>60 anos ou mais</b>;<b>Divorciada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sudeste;<b>Não sei  (Não Ler)</b>;Sim;Sim;Sim;<b>Deve</b>;119924,289473684,
148;Bahia;Não;No trabalho;Muito machista;Aumentou;Não denunciam;Yes;Yes;No;Yes;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;Yes;No;No;Yes;No;No;No;Sim;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Não;<b>0 a 15 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Sim;<b>Pós-graduação COMPLETA</b>;<b>Prefiro não responder </b>;<b>Funcionária de empresa privada</b>;Parda;Nordeste;Sim;Não;Não;Sim;<b>Deve</b>;1625,41666666667,,
149;São Paulo;Não;Na família;Muito machista;Aumentou;Não denunciam;No;No;No;No;No;Yes;No;No;No;Sim;Não;Pouco;Sim;;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Não;Não;Sim;<b>40 a 49 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Aposentada / Pensionista</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;119924,289473684,
150;Tocantins;Sim;Na rua;Muito machista;Aumentou;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Sim;<b>Não sei  (Não Ler)</b>;Sim;<b>Justiça</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Viúva</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Dona de casa / Do lar</b>;Parda;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;28839,,
151;São Paulo;Não;No trabalho;Muito machista;Continuou igual;Não denunciam;No;Yes;No;No;Yes;No;No;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;No;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sudeste;;;Sim;Sim;<b>Deve</b>;87994,5957446808,
152;Bahia;Às vezes;Na rua;Pouco machista;Continuou igual;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Parda;Nordeste;;;Sim;Não;<b>Deve</b>;18287,2833333333
153;São Paulo;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;Yes;Yes;No;No;Sim;Em parte;Pouco;Não;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;;;Não;Não;<b>Deve</b>;62433,833333333,,
154;São Paulo;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;Yes;Yes;No;No;No;No;No;Sim;Não;Pouco;Sim;;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Desempregada</b>;Preta;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;105332,52631579,
155;Bahia;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;Yes;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Parda;Nordeste;Sim;Sim;Sim;Sim;<b>Deve</b>;32194,2598746081,
156;São Paulo;Sim;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>União estável</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;88613,555555556,,
157;São Paulo;Não;Na rua;Pouco machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;40363,6363636364
158;Bahia;Às vezes;Na rua;Muito machista;Aumentou;Não denunciam;No;No;No;No;No;No;No;Yes;No;Sim;Não;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;Yes;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Não;<b>30 a 39 anos</b>;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;<b>De 50 a 59 anos</b>;<b>Solteira</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;Parda;Nordeste;Sim;Não;Sim;Não;<b>Deve</b>;36964,2619047619,
159;São Paulo;Às vezes;Na família;Muito machista;Continuou igual;Na minoria das vezes;Yes;Yes;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Não;;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Divorciada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sudeste;;;Sim;Sim;<b>Deve</b>;77150,5154798762,
160;São Paulo;Às vezes;Na família;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;Yes;Yes;No;No;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia comum</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Sem renda</b>;<b>Desempregada</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;32705,7142857143,,
161;São Paulo;Não;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;No;No;No;Yes;Yes;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Sim;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>20 a 29 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 30 a 39 anos</b>;<b>Casada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;37020,1875
162;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Desempregada</b>;Parda;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;62771,4925373134,,
163;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;Yes;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Sim;Sim;Yes;Yes;No;No;No;No;No;No;Sim;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Não;Sim;Não;<b>0 a 15 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Sem renda</b>;<b>Desempregada</b>;Branca;Sudeste;Sim;Não;Sim;Não;<b>Deve</b>;29314,6071428571,,
164;Bahia;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;Yes;No;Yes;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Sim;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Não;Não;Não;<b>18 a 19 anos</b>;No;No;Yes;Yes;No;No;No;No;No;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Parda;Nordeste;Sim;Sim;Sim;Sim;<b>Deve</b>;32194,2598746081,
165;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;No;No;No;No;Yes;No;Sim;Sim;Pouco;Não;;Sim;Não;No;No;Yes;No;Yes;No;No;No;Sim;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;Sim;Não;Não;<b>30 a 39 anos</b>;No;No;No;No;No;Yes;No;No;No;No;No;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;104579,333333333,,
166;Tocantins;Sim;;Pouco machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;No;Yes;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 4.685,01 a R$ 9.370,00 (mais de 5 a 10)</b>;<b>Dona de casa / Do lar</b>;Branca;Norte;;;Não;Sim;<b>Deve</b>;7918,33333333333
167;São Paulo;Não;;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;80514,7041223404,
168;Bahia;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;Yes;No;Yes;No;No;No;Sim;Sim;Pouco;Sim;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Nordeste;Sim;Não;Sim;Sim;<b>Deve</b>;18287,2833333333
169;São Paulo;Não;Na família;Muito machista;Aumentou;Não denunciam;No;No;No;Yes;No;Yes;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Não;No;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Solteira</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;Preta;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;105332,52631579,
170;Bahia;Não;No trabalho;Pouco machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;Yes;No;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>20 a 29 anos</b>;No;No;No;Yes;No;No;No;No;No;No;No;<b>De 50 a 59 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Servidora Pública/Funcionária Pública</b>;Parda;Nordeste;Sim;Sim;Sim;Sim;<b>Deve</b>;26279,1666666667,
171;São Paulo;Não;Na família;Muito machista;Aumentou;Na minoria das vezes;No;No;No;No;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 4.685,01 a R$ 9.370,00 (mais de 5 a 10)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;37020,1875
