"ID";"P04";"P05";"P06";"P08";"P10";"P11";"P12";"P15";"P16";"P17";"P19";"P071";"P072";"P073";"P074";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P181";"P182";"P183";"P184";"P185";"P186";"P187";"P2001";"P2002";"P2003";"P2004";"P2005";"P2006";"P2007";"P2008";"P2009";"P2010";"P2011";"P211";"P212";"P213";"P214";"P215";"P216";"P217";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30";"P31";"P03";"P32";"P33";"P34";"P35";"P36";"P37";"P02";"P13";"P14",
311;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Profissional Liberal (Autônoma);Católica;Parda;Minas Gerais                                             ;Sim;Deve,
312;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;Yes;No;Yes;Yes;No;No;No;No;No;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Parda;Minas Gerais                                             ;Não;Deve,
313;Sim;Na sociedade;Continuou igual;Na minoria das vezes;Sim;Sim;Melhor;Sim;-2;Não;Não;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Evangélica;Preta;Minas Gerais                                             ;Sim;Deve,
314;Não;Na família;Diminuiu;Não denunciam;Em parte;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;No;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Evangélica;Preta;Pará                                                    ;Sim;Deve,
315;Não;No trabalho;Diminuiu;Na minoria das vezes;Em parte;Sim;Igual;Sim;Delegacia da Mulher;Sim;Não;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Católica;Parda;Pará                                                    ;Sim;Deve,
316;Sim;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 20 a 29 anos;Ensino Superior;Mais de 5 a 10 S.M.;Funcionária de empresa privada;Evangélica;Branca;Pará                                                    ;Não;Deve,
317;Às vezes;Na família;Aumentou;Na minoria das vezes;Sim;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;No;Yes;No;Yes;No;Yes;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Evangélica;Branca;Paraíba                                                 ;Sim;Deve,
318;Sim;Na sociedade;Diminuiu;Na minoria das vezes;Sim;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;No;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Católica;Parda;Paraná                                                  ;Não;Deve,
319;Não;Na sociedade;Diminuiu;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Delegacia da Mulher;Sim;Não;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;Paraná                                                  ;Sim;Deve,
320;Não;Na família;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;NS/NR;Católica;Branca;Paraná                                                  ;Sim;Deve,
321;Às vezes;Na família;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;No;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Branca;Paraná                                                  ;Sim;Deve,
322;Às vezes;No trabalho;Diminuiu;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Sim;No;No;Yes;No;Yes;Yes;Yes;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;Irmão / cunhado;Não;;;Denunciou em uma delegacia comum;;Péssimo;;20 a 29 anos;Primeira vez;Sul;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Evangélica;Branca;Paraná                                                  ;Sim;Deve,
323;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;No;No;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Espírita;Amarela;Pernambuco                                               ;Sim;Deve,
324;Não;Na família;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Parda;Pernambuco                                               ;Não;Deve,
325;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;Pernambuco                                               ;Sim;Deve,
326;Não;Na sociedade;Aumentou;Não denunciam;Não;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;No;Yes;Yes;No;Yes;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Branca;Pernambuco                                               ;Sim;Deve,
327;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;NS/NR;Yes;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Parda;Piauí                                                   ;Não;Deve,
328;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;Yes;Yes;No;No;No;Yes;No;No;Yes;Yes;No;No;No;No;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 5 a 10 S.M.;Funcionária de empresa privada;Sem religião/crença;Parda;Rio de Janeiro                                           ;Não;Deve,
329;Às vezes;No trabalho;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Família;Não;Não;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Evangélica;Parda;Rio de Janeiro                                           ;Sim;Deve,
330;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Rio Grande do Norte                                      ;Sim;Deve,
331;Às vezes;Na família;Diminuiu;Na minoria das vezes;Sim;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;Yes;No;Yes;No;No;Yes;No;Yes;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Branca;Rio Grande do Sul                                        ;Sim;Deve,
332;Não;No trabalho;Aumentou;Na minoria das vezes;Não;Sim;Pior;Sim;Polícia / Delegacia comum;Sim;Sim;No;No;Yes;No;Yes;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No;Yes;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Marido / companheiro;Não;;;Denunciou em uma delegacia comum;;Regular;;20 a 29 anos;Primeira vez;Sul;De 20 a 29 anos;Ensino Superior;Mais de 5 a 10 S.M.;Dona de casa / Do lar;Outra;Branca;Rio Grande do Sul                                        ;Sim;Deve,
333;Não;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;Sem renda;Desempregada;Sem religião/crença;Branca;Rio Grande do Sul                                        ;Sim;Deve,
334;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;No;No;Yes;No;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;Rio Grande do Sul                                        ;Sim;Deve,
335;Sim;Na sociedade;Aumentou;Na minoria das vezes;Sim;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Não;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;De 20 a 29 anos;Ensino Superior;Sem renda;Estudante;Católica;Parda;Rondônia                                                ;Não;Deve,
336;Não;Na família;Aumentou;Na minoria das vezes;Sim;Sim;Melhor;Sim;Central de Atendimento à Mulher (Ligue 180);Não;Não;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;NS/NR;Funcionária de empresa privada;Evangélica;Branca;Santa Catarina                                           ;Sim;Deve,
337;Sim;Na família;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;Yes;Yes;No;Yes;No;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Branca;Santa Catarina                                           ;Não;Deve,
338;Às vezes;No trabalho;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;-2;Não;Não;Yes;No;Yes;No;No;No;Yes;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sul;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Católica;Preta;Santa Catarina                                           ;Não;Deve,
339;Sim;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;Yes;No;Yes;No;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 5 a 10 S.M.;Servidora Pública;Católica;Parda;São Paulo                                               ;Não;Deve,
340;Não;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Igual;Sim;Delegacia da Mulher;Sim;Não;Yes;No;Yes;No;No;No;Yes;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 5 a 10 S.M.;Funcionária de empresa privada;Católica;Branca;São Paulo                                               ;Sim;Deve,
341;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Branca;São Paulo                                               ;Sim;Deve,
342;Não;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Delegacia da Mulher;Sim;Não;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;São Paulo                                               ;Sim;Deve,
343;Não;Na família;Continuou igual;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;No;No;No;Yes;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Branca;São Paulo                                               ;Não;Deve,
344;Não;No trabalho;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Família;Sim;Não;No;No;Yes;No;No;No;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;NS/NR;Funcionária de empresa privada;Católica;Branca;São Paulo                                               ;Sim;Deve,
345;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 5 a 10 S.M.;Funcionária de empresa privada;Católica;Branca;São Paulo                                               ;Sim;Deve,
346;Às vezes;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 5 a 10 S.M.;Funcionária de empresa privada;Católica;Branca;São Paulo                                               ;Sim;Deve,
347;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 10 S.M.;Servidora Pública;Sem religião/crença;Branca;São Paulo                                               ;Não;Deve,
348;Não;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;Yes;Yes;Yes;No;Yes;No;No;Yes;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;São Paulo                                               ;Sim;Deve,
349;Às vezes;Na família;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Família;Sim;Sim;No;Yes;Yes;No;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;Ex-namorado,ex-marido ou ex-companheiro;Não;;;Denunciou em uma Delegacia da Mulher;;Bom;;16 a 19 anos;Segunda vez;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Católica;Parda;São Paulo                                               ;Sim;Deve
350;Não;Na sociedade;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Espírita;Branca;São Paulo                                               ;Sim;Deve,
351;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;No;Yes;No;Yes;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Sem renda;Desempregada;Católica;Parda;São Paulo                                               ;Não;Não deve,
352;Às vezes;Na sociedade;Continuou igual;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;No;No;Yes;No;No;No;No;Yes;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Sem renda;Desempregada;Católica;Branca;São Paulo                                               ;Sim;Deve,
353;Às vezes;Na sociedade;Diminuiu;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Não;Não;Yes;No;Yes;No;Yes;No;No;Yes;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 5 a 10 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;São Paulo                                               ;Sim;Deve,
354;Às vezes;Na sociedade;Diminuiu;Na minoria das vezes;Sim;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;No;No;Yes;No;No;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 5 a 10 S.M.;Servidora Pública;Sem religião/crença;Branca;São Paulo                                               ;Não;Não deve,
355;Não;Na sociedade;Continuou igual;Na minoria das vezes;Não;Sim;Igual;Sim;Delegacia da Mulher;Sim;Não;No;No;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Sem religião/crença;Branca;São Paulo                                               ;Não;Deve,
356;Às vezes;No trabalho;Aumentou;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Delegacia da Mulher;Não;Não;No;No;Yes;No;No;Yes;No;Yes;No;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Mais de 2 a 5 S.M.;Servidora Pública;Evangélica;Branca;São Paulo                                               ;Não;Deve,
357;Às vezes;Na família;Aumentou;Na minoria das vezes;Em parte;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;Yes;No;No;No;No;No;Yes;No;No;Yes;No;No;Yes;No;No;No;Yes;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Sem renda;Dona de casa / Do lar;Evangélica;Branca;São Paulo                                               ;Sim;Deve,
358;Sim;Na sociedade;NS/NR;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;Yes;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 20 a 29 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Católica;Branca;São Paulo                                               ;Não;Deve,
359;Não;No trabalho;Diminuiu;Na minoria das vezes;Em parte;Sim;Melhor;Sim;Polícia / Delegacia comum;Não;Não;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Sudeste;De 16 a 19 anos;Ensino Superior;Até 2 S.M.;Funcionária de empresa privada;Evangélica;Branca;São Paulo                                               ;Sim;Deve,
360;Não;Na família;Aumentou;Na minoria das vezes;Não;Sim;Melhor;Sim;Polícia / Delegacia comum;Sim;Sim;No;No;Yes;No;No;Yes;No;No;Yes;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Marido / companheiro;Sim;Não;;Procurou ajuda da família;;;;20 a 29 anos;Não procurei ajuda ;Norte;60 anos ou mais;Ensino Médio;Mais de 5 a 10 S.M.;Dona de casa / Do lar;Evangélica;Parda;Acre                                                     ;Sim;Deve,
361;Às vezes;Na família;Aumentou;Na maioria das vezes;Em parte;Sim;Melhor;Sim;-2;Sim;Sim;Yes;Yes;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;Yes;Yes;Yes;No;No;Marido / companheiro;Não;;;Denunciou em uma Delegacia da Mulher;;Ótimo;;20 a 29 anos;Terceira vez ou mais;Nordeste;60 anos ou mais;Ensino Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Evangélica;Amarela;Alagoas                                                  ;Não;Deve,
362;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Igual;Sim;Polícia / Delegacia comum;Sim;Não;Yes;No;Yes;No;Yes;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Norte;60 anos ou mais;Ensino Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Evangélica;Branca;Amazonas                                                 ;Sim;Deve,
363;Não;Na sociedade;Aumentou;Na minoria das vezes;Não;Sim;Pior;Sim;Delegacia da Mulher;Não;Não;No;Yes;Yes;No;No;No;No;Yes;No;Yes;No;No;No;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;-2;;;;;;;;;-2;;;;;;;;-2;Nordeste;60 anos ou mais;Ensino Médio;Sem renda;Dona de casa / Do lar;Católica;Parda;Bahia                                                    ;Sim;Deve,
