"ID";"P04";"P05";"P10";"P11";"P19";"P2001";"P2002";"P2003";"P2004";"P2005";"P2006";"P2007";"P2008";"P2009";"P2010";"P2011";"P211";"P212";"P213";"P214";"P215";"P216";"P217";"P22";"P23";"P25";"P26";"P28";"P30";"P06";"P08";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P15";"P16";"P17";"P181";"P182";"P183";"P184";"P185";"P186";"P187";"P24";"P27";"P29";"P31";"P32";"P33";"Renda2";"P35";"P37";"P36";"P03";"P02";"P071";"P072";"P073";"P074";"P12";"P13";"P14";"P34"
299;Não;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;20 a 29 anos;Ens. Superior;Mais de 2 a 5 S.M.;Servidora Pública;Preta;Sem religião/crença;Nordeste;Maranhão;Não;Não;Sim;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
300;Não;Na sociedade;Não;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Marido / companheiro;Não;;Denunciou em uma Delegacia da Mulher;Péssimo;20 a 29 anos;Aumentou;Não denunciam;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;Não procurou ajuda;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Parda;Evangélica;Nordeste;Maranhão;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
301;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Sim;Não;Não;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Parda;Evangélica;Nordeste;Maranhão;Sim;Sim;Sim;Não;Igual;Sim;Sim;Até 2 S.M.
302;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Branca;Católica;Nordeste;Maranhão;Sim;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
303;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;40 a 49 anos;Ens. Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Amarela;Católica;Nordeste;Maranhão;Não;Não;Sim;Não;Melhor;Sim;Sim;Mais de 2 a 5 S.M.
304;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Estudante;Parda;Católica;Nordeste;Maranhão;Não;Sim;Sim;Não;Melhor;Não;Sim;Até 2 S.M.
305;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Não;Não;Não;Sim;Não;Não;Não;;;;;30 a 39 anos;Ens. Superior;Até 2 S.M.;Funcionária de empresa privada;Preta;Católica;Nordeste;Maranhão;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
306;Às vezes;Na família;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Ex-namorado/ex-marido/ex-companheiro;Não;;Procurou ajuda da família;;30 a 39 anos;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Central de Atendimento à Mulher (Ligue 180);Sim;Sim;Não;Não;Não;Não;Não;Não;;;;2ª vez;40 a 49 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;NS/NR ;Evangélica;Nordeste;Maranhão;Sim;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
307;Sim;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Preta;Católica;Nordeste;Maranhão;Não;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
308;Às vezes;Na família;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Marido / companheiro;Sim;;Procurou ajuda da família;;60 anos ou +;Aumentou;Na minoria das vezes;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;Não;;;1ª vez;60 ou mais;Ens. Médio;Sem renda;Dona de casa / Do lar;Parda;Católica;Nordeste;Maranhão;Não;Sim;Sim;Não;Pior;Não;NS/NR;Sem renda
309;Não;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Sem renda;Dona de casa / Do lar;Preta;Católica;Nordeste;Maranhão;Sim;Sim;Sim;Não;Melhor;Sim;Sim;Sem renda
310;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Amarela;Católica;Nordeste;Maranhão;Sim;Não;Sim;Não;Melhor;Não;Sim;Mais de 2 a 5 S.M.
311;Às vezes;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;40 a 49 anos;Ens. Médio;Sem renda;Dona de casa / Do lar;Parda;Evangélica;Nordeste;Maranhão;Sim;Sim;Não;Não;Melhor;Sim;Sim;Sem renda
312;Não;Outro ambiente;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;NS/NR;;;Não fez nada;;30 a 39 anos;Aumentou;Na minoria das vezes;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Outra opção;;Não procurou ajuda;60 ou mais;Até Ens. Fund.;Sem renda;Dona de casa / Do lar;Parda;Evangélica;Nordeste;Maranhão;Sim;Não;Não;Não;Pior;Não;Sim;Sem renda
313;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;16 a 19 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Parda;Católica;Nordeste;Maranhão;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
314;Sim;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;50 a 59 anos;Ens. Superior;Até 2 S.M.;Profissional Liberal (Autônoma);Branca;Espírita;Sudeste;Minas Gerais;Sim;Sim;Sim;Não;Melhor;NS/NR;Sim;Até 2 S.M.
315;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;30 a 39 anos;Ens. Superior;Até 2 S.M.;Servidora Pública;Preta;Católica;Sudeste;Minas Gerais;Sim;Sim;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
316;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;50 a 59 anos;Ens. Médio;Até 2 S.M.;Desempregada;Branca;Católica;Sudeste;Minas Gerais;Sim;Sim;Não;Não;Igual;Sim;Sim;Até 2 S.M.
317;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;20 a 29 anos;Ens. Médio;Sem renda;Desempregada;Amarela;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Igual;Sim;Sim;Sem renda
318;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;16 a 19 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Parda;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Melhor;Não;Sim;Até 2 S.M.
319;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;40 a 49 anos;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;Parda;Católica;Sudeste;Minas Gerais;Não;Não;Sim;Não;Igual;Sim;Sim;Até 2 S.M.
320;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;20 a 29 anos;Até Ens. Fund.;Até 2 S.M.;Dona de casa / Do lar;NS/NR ;Sem religião/crença;Sudeste;Minas Gerais;Sim;Não;Não;Não;Melhor;Não;Sim;Até 2 S.M.
321;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;;Não;;;;;;;;;;;;30 a 39 anos;Até Ens. Fund.;Sem renda;Dona de casa / Do lar;Parda;Evangélica;Sudeste;Minas Gerais;Sim;Sim;Não;Não;Pior;Não;Sim;Sem renda
322;Não;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Católica;Sudeste;Minas Gerais;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
323;Às vezes;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Servidora Pública;Branca;Evangélica;Sudeste;Minas Gerais;Sim;Não;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
324;Sim;No trabalho;Sim;Não;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;NS/NR ;Não;;;;;;;;;;;;60 ou mais;Até Ens. Fund.;Até 2 S.M.;NS/NR;Branca;Católica;Sudeste;Minas Gerais;Não;Sim;Não;Não;;;;Até 2 S.M.
325;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Dona de casa / Do lar;Branca;Católica;Sudeste;Minas Gerais;Não;Sim;Não;Não;Igual;Sim;Sim;Até 2 S.M.
326;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Até Ens. Fund.;Até 2 S.M.;Empregada doméstica;NS/NR ;Evangélica;Sudeste;Minas Gerais;Sim;Não;Não;Não;Melhor;Não;Sim;Até 2 S.M.
327;Não;Na família;NS/NR;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Dona de casa / Do lar;Branca;Católica;Sudeste;Minas Gerais;Não;Sim;Não;Não;Melhor;NS/NR;Sim;Até 2 S.M.
328;Às vezes;Na família;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Marido / companheiro;Não;;NS/NR <b>(Não ler)</b>;;30 a 39 anos;Aumentou;Não denunciam;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;1ª vez;40 a 49 anos;Até Ens. Fund.;Mais de 5 S.M.;Profissional Liberal (Autônoma);Parda;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Igual;Sim;Sim;Mais de 5 a 10 S.M.
329;Às vezes;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Não denunciam;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Outras respostas ;Não;;;;;;;;;;;;20 a 29 anos;Até Ens. Fund.;Até 2 S.M.;Dona de casa / Do lar;Parda;Católica;Sudeste;Minas Gerais;Não;Não;Sim;Não;Melhor;Sim;Sim;Até 2 S.M.
330;Não;Na sociedade;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Outro;;;Outra opção <b>(Não ler)</b>;;30 a 39 anos;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;;;1ª vez;60 ou mais;Ens. Médio;Até 2 S.M.;Aposentada / Pensionista;Amarela;Católica;Sudeste;Minas Gerais;Não;Sim;Sim;Não;Igual;Não;Sim;Até 2 S.M.
331;Às vezes;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim;Entidades ou Associações de proteção à mulher (ONGs);Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Parda;Católica;Sudeste;Minas Gerais;Sim;Sim;Sim;Não;Melhor;Não;Sim;Até 2 S.M.
332;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;16 a 19 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Parda;Evangélica;Sudeste;Minas Gerais;Sim;Sim;Sim;Não;Melhor;Não;Não;Até 2 S.M.
333;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;NS/NR;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;40 a 49 anos;Ens. Médio;NS/NR;Funcionária de empresa privada;Branca;Espírita;Sudeste;Minas Gerais;Sim;Sim;Sim;Não;Melhor;Não;Sim;NS/NR
334;Às vezes;Na família;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Sim;Sim;Não;Não;Não;Não;Não;;;;;50 a 59 anos;Até Ens. Fund.;Até 2 S.M.;Dona de casa / Do lar;Branca;Evangélica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Igual;Não;Sim;Até 2 S.M.
335;Não;Na família;Em parte;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Padrasto;Não;;Não fez nada;;0 a 15 anos;Diminuiu;Na minoria das vezes;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;NS/NR;;Sim;Sim;Não;Não;Não;Não;Não;Não;;Vergonha da agressão;;Não procurou ajuda;30 a 39 anos;Ens. Médio;Mais de 2 a 5 S.M.;Profissional Liberal (Autônoma);Branca;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Igual;Sim;Sim;Mais de 2 a 5 S.M.
336;Não;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;NS/NR ;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Sem renda;Dona de casa / Do lar;Parda;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Melhor;Não;Sim;Sem renda
337;Não;NS/NR;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Outro;;;Outra opção <b>(Não ler)</b>;;50 a 59 anos;Aumentou;Na maioria das vezes;;;;;;;;;;Sim;Outras respostas ;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;;;Não procurou ajuda;60 ou mais;Até Ens. Fund.;Até 2 S.M.;Dona de casa / Do lar;Branca;Católica;Sudeste;Minas Gerais;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
338;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Outras respostas ;Sim;Sim;Não;Sim;Não;Sim;Não;Não;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Sem religião/crença;Sudeste;Minas Gerais;Não;Não;Sim;Não;Igual;Não;Sim;Até 2 S.M.
339;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Outras respostas ;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Preta;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Igual;Sim;Sim;Até 2 S.M.
340;Às vezes;Na sociedade;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Até Ens. Fund.;Sem renda;Empregada doméstica;Preta;Católica;Sudeste;Minas Gerais;Sim;Não;Não;Não;Melhor;Sim;Sim;Sem renda
341;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Sim;Polícia / Delegacia comum;Sim;Sim;Não;Sim;Não;Não;Não;Não;;;;;30 a 39 anos;Ens. Médio;Sem renda;Desempregada;Branca;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Melhor;Não;Sim;Sem renda
342;Não;Na sociedade;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Ex-namorado/ex-marido/ex-companheiro;Sim;;Denunciou em uma delegacia comum;Bom;NS/NR;Aumentou;Na minoria das vezes;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;NS/NR;;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;;;3ª vez ou +;60 ou mais;Até Ens. Fund.;Mais de 5 S.M.;Aposentada / Pensionista;Branca;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Melhor;Sim;Sim;Mais de 5 a 10 S.M.
343;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Não denunciam;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;Sim;Sim;Sim;Não;Não;Sim;Não;Não;;;;;30 a 39 anos;Até Ens. Fund.;Sem renda;Empregada doméstica;Parda;Católica;Sudeste;Minas Gerais;Não;Não;Sim;Não;Igual;Não;Sim;Sem renda
344;Às vezes;Na família;Sim;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;;Sim;Sim;Não;Não;Não;Não;Não;Não;;;;;60 ou mais;Ens. Superior;Mais de 2 a 5 S.M.;Aposentada / Pensionista;Branca;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Melhor;Sim;Não;Mais de 2 a 5 S.M.
345;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;60 ou mais;Até Ens. Fund.;Mais de 2 a 5 S.M.;Aposentada / Pensionista;Parda;Católica;Sudeste;Minas Gerais;Sim;Não;Sim;Não;Melhor;Não;Sim;Mais de 2 a 5 S.M.
346;Às vezes;Na família;Em parte;Não;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;;Não;;;;;;;;;;;;30 a 39 anos;Até Ens. Fund.;Até 2 S.M.;Profissional Liberal (Autônoma);Parda;Evangélica;Sudeste;Minas Gerais;Sim;Sim;Não;Não;;;;Até 2 S.M.
347;Às vezes;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Não denunciam;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Delegacia da Mulher;Não;;;;;;;;;;;;30 a 39 anos;Ens. Superior;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Branca;Católica;Sudeste;Minas Gerais;Não;Não;Sim;Não;Igual;Não;Sim;Mais de 2 a 5 S.M.
348;Não;Na sociedade;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Não;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Outras respostas ;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;30 a 39 anos;Ens. Superior;Até 2 S.M.;Servidora Pública;Branca;Evangélica;Sudeste;Minas Gerais;Sim;Sim;Não;Não;Melhor;Sim;Sim;Até 2 S.M.
349;Não;No trabalho;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Não denunciam;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Outras respostas ;Sim;Sim;Não;Não;Não;Sim;Não;Não;;;;;30 a 39 anos;Ens. Médio;Até 2 S.M.;Profissional Liberal (Autônoma);Branca;Católica;Sudeste;Minas Gerais;Não;Não;Sim;Não;Melhor;Não;Sim;Até 2 S.M.
350;Às vezes;Na família;Em parte;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Diminuiu;Na minoria das vezes;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Ens. Médio;Mais de 2 a 5 S.M.;Funcionária de empresa privada;Parda;Evangélica;Sudeste;Minas Gerais;Não;Não;Sim;Não;Igual;Sim;Sim;Mais de 2 a 5 S.M.
351;Não;No trabalho;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na maioria das vezes;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;30 a 39 anos;Até Ens. Fund.;Sem renda;Dona de casa / Do lar;Branca;Católica;Sudeste;Minas Gerais;Sim;Não;Não;Não;Melhor;Sim;Sim;Sem renda
352;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Continua igual;Na minoria das vezes;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;20 a 29 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Católica;Sudeste;Minas Gerais;Não;Não;Sim;Não;Melhor;Não;Sim;Até 2 S.M.
353;Não;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Não denunciam;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Delegacia da Mulher;Sim;Não;Não;Não;Não;Não;Sim;Não;;;;;30 a 39 anos;Até Ens. Fund.;Até 2 S.M.;Funcionária de empresa privada;Indígena;Católica;Sudeste;Minas Gerais;Não;Não;Sim;Não;Pior;Sim;Sim;Até 2 S.M.
354;Às vezes;Na sociedade;Não;Sim;Não;;;;;;;;;;;;;;;;;;;;;;;;;Aumentou;Na minoria das vezes;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Polícia / Delegacia comum;Não;;;;;;;;;;;;50 a 59 anos;Ens. Médio;Até 2 S.M.;Funcionária de empresa privada;Branca;Evangélica;Sudeste;Minas Gerais;Sim;Sim;Não;Não;Igual;Sim;Sim;Até 2 S.M.
