"ID";"P01";"P02";"P03";"P04";"P07";"P08";"P12";"P13";"P15";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P27";"P061";"P062";"P063";"P064";"P065";"P066";"P111";"P112";"P113";"P114";"P141";"P142";"P143";"P144";"P145";"P146";"P171";"P172";"P173";"P174";"P175";"P176";"P1601";"P1602";"P1603";"P1604";"P1605";"P1606";"P1607";"P1608";"P1609";"P1610";"P261";"P262";"P263";"P264";"P265";"P266";"P267";"P268";"P28";"P29";"P30";"P31";"P32";"P33";"P091";"P092";"P093";"P094";"P095";"P096";"P097";"P098";"P099";"P051";"P052";"P053";"P054";"P055";"P056";"P057";"P058";"P10",,
275;Não;Na família;Aumentou;Não;Não;Sim;Outras respostas;Não;Não;;;;;;;;;Sim;No;No;Yes;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;60 anos ou +;Até a 4ª série do Fund.;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Outras opções;Católica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Não
276;Não;Na família;Aumentou;Às vezes;Não;Sim;Outras respostas;Sim;Sim;Marido;Não;;;Denunciou em delegacia comum;;Bom;40 a 49 anos;Sim;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;50 a 59 anos;Ensino Médio;NS/NR;Servidora pública;Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim,,
277;Às vezes;No trabalho;Diminuiu;Não;Sim;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;NS/NR;Desempregada;Católica;Região Sudeste;No;No;Yes;No;No;No;No;No;No;;;;;;;;;Não,,
278;Não;Na sociedade;Aumentou;Não;Em parte;Sim;Polícia / Delegacia;Sim;Sim;Companheiro;Sim;Não;;Denunciou em delegacia comum;;Ruim;20 a 29 anos;Sim;Yes;No;No;No;No;No;Yes;Yes;No;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;Yes;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;No;Yes;Yes;No;No;No;No;;;;;;;;;Sim
279;Às vezes;No trabalho;Aumentou;Às vezes;Não;Não;Delegacia da Mulher;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Funcionária de empresa privada;Evangélica;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Não
280;Às vezes;No trabalho;Aumentou;Não;Em parte;Sim;Família;Sim;Não;;;;;;;;;Não;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;Yes;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Do Lar (Dona de casa);Evangélica;Região Sudeste;No;No;No;No;Yes;No;No;No;No;;;;;;;;;Não
281;Às vezes;Na família;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;40 a 49 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Servidora pública;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim
282;Às vezes;No trabalho;Aumentou;Não;Sim;Não;Família;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;16 a 19 anos;Ensino Médio;NS/NR;Desempregada;Evangélica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim,,
283;Às vezes;Na sociedade;Continua igual;Não;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;Yes;Yes;Yes;Yes;No;;;;;;;;;;;;;;;;;No;Yes;No;Yes;No;No;No;No;50 a 59 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Espírita;Região Sudeste;No;Yes;Yes;No;No;No;No;No;No;;;;;;;;;Sim
284;Às vezes;Na sociedade;Aumentou;Às vezes;Em parte;Não;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Evangélica;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Sim
285;Às vezes;No trabalho;Continua igual;Às vezes;Não;Sim;Polícia / Delegacia;Sim;Sim;Marido;Não;;;Procurou ajuda da família;;;30 a 39 anos;Sim;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Desempregada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim
286;Não;Na família;Aumentou;Não;Em parte;Sim;Polícia / Delegacia;Sim;Sim;Marido;Sim;Sim;Semanalmente;Não fez nada;A certeza de que nada irá mudar;NS/NR;20 a 29 anos;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;40 a 49 anos;5ª a 8ª série do Fund.;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
287;Às vezes;No trabalho;Diminuiu;Às vezes;Não;Não;Outras respostas;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;Yes;No;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;20 a 29 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Funcionária de empresa privada;Evangélica;Região Sudeste;;;;;;;;;;No;Yes;No;No;No;No;No;No;Não,
288;Às vezes;Outros ambientes;Continua igual;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;Yes;No;No;No;No;Yes;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;40 a 49 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Não
289;Não;Na sociedade;Aumentou;Sim;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;60 anos ou +;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;No;Sim,
290;Às vezes;Na família;Continua igual;Às vezes;Em parte;Não;Outras respostas;Sim;Sim;Companheiro;Não;;;Denunciou em delegacia comum;;Ótimo;30 a 39 anos;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;40 a 49 anos;5ª a 8ª série do Fund.;Até 1 salário mínimo (Até R$ 415,00);Outras opções;Católica;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Sim,
291;Não;Outros ambientes;Aumentou;Não;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Não;No;No;No;No;Yes;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;40 a 49 anos;5ª a 8ª série do Fund.;Até 1 salário mínimo (Até R$ 415,00);Do Lar (Dona de casa);Evangélica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Sim,
292;Não;Na sociedade;Aumentou;Não;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;NS/NR;Funcionária de empresa privada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,,
293;Às vezes;No trabalho;Diminuiu;Não;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;Yes;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;No;Yes;Yes;No;No;No;No;No;20 a 29 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,
294;Não;No trabalho;Continua igual;Não;Em parte;Não;Polícia / Delegacia;Não;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;16 a 19 anos;Ensino Médio;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Funcionária de empresa privada;Católica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim
295;Não;Na família;Aumentou;Não;Não;Sim;Delegacia da Mulher;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;50 a 59 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Servidora pública;Evangélica;Região Sudeste;No;No;Yes;No;No;No;No;No;No;;;;;;;;;Não
296;Não;Na sociedade;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;Yes;Yes;Yes;Yes;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim
297;Não;Na sociedade;Aumentou;Não;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;40 a 49 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;Yes;No;No;No;No;No;No;;;;;;;;;Não
298;Às vezes;No trabalho;Continua igual;Às vezes;Em parte;Sim;Família;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;No;No;Yes;Yes;Yes;Yes;Yes;No;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;20 a 29 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Profissional liberal (Autônoma);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;Sim,
299;Não;Na sociedade;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;30 a 39 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim
300;Às vezes;Na sociedade;Aumentou;Às vezes;Em parte;Sim;Família;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;40 a 49 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Servidora pública;Católica;Região Sudeste;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim
301;Não;Na sociedade;Aumentou;Não;Não;Sim;Outras respostas;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;20 a 29 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Outras opções;Espírita;Região Sudeste;No;No;No;No;Yes;No;No;No;No;;;;;;;;;Não
302;Não;Na sociedade;Continua igual;Às vezes;Não;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;60 anos ou +;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Aposentada;Outras religiões;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;Yes;No;Não
303;Às vezes;No trabalho;Aumentou;Às vezes;Não;Não;Amigos;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;40 a 49 anos;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Profissional liberal (Autônoma);Evangélica;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Não
304;Às vezes;Na sociedade;Continua igual;Às vezes;Em parte;Sim;Delegacia da Mulher;Não;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;Yes;No;No;40 a 49 anos;5ª a 8ª série do Fund.;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim
305;Não;Na família;Continua igual;Sim;Não;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;50 a 59 anos;5ª a 8ª série do Fund.;NS/NR;Do Lar (Dona de casa);Católica;Região Sudeste;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Não,,
306;Às vezes;No trabalho;Continua igual;Às vezes;Em parte;Sim;Outras respostas;Sim;Não;;;;;;;;;Sim;No;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;30 a 39 anos;5ª a 8ª série do Fund.;NS/NR;Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim,,
307;Não;Na sociedade;Aumentou;Não;Não;Sim;Família;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;No;;;;;;;;;;;;;;;;;Yes;Yes;No;No;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Evangélica;Região Sudeste;Yes;No;No;No;No;No;No;No;No;;;;;;;;;Sim
308;Às vezes;Na sociedade;Aumentou;Às vezes;Sim;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;Yes;No;No;No;No;No;No;40 a 49 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Outras opções;Outras religiões;Região Sudeste;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim
309;Não;No trabalho;Aumentou;Não;Não;Não;Polícia / Delegacia;Não;Sim;Marido;Sim;Sim;Raramente (de vez em quando);Outra opção;;;20 a 29 anos;Sim;Yes;No;No;No;No;No;No;Yes;No;No;;;;;;;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;30 a 39 anos;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Do Lar (Dona de casa);Evangélica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim
310;Às vezes;No trabalho;Aumentou;Às vezes;Em parte;Não;Outras respostas;Sim;Sim;Marido;Sim;Não;;Denunciou em delegacia comum;;Regular;30 a 39 anos;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;50 a 59 anos;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Empregada doméstica;Outras religiões;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Sim
311;Às vezes;Na sociedade;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;20 a 29 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Espírita;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Não
312;Não;Na família;Continua igual;Não;Não;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;50 a 59 anos;Ensino Superior;Mais de 10 SM (Mais de R$ 4.150,00);Profissional liberal (Autônoma);Espírita;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,
313;Às vezes;No trabalho;Aumentou;Não;Em parte;Sim;Família;Sim;Não;;;;;;;;;Não;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;No;No;Yes;Yes;No;No;No;No;30 a 39 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Outras religiões;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
314;Às vezes;Na família;Aumentou;Às vezes;Em parte;Não;Polícia / Delegacia;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;No;Yes;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;16 a 19 anos;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Do Lar (Dona de casa);Evangélica;Região Sudeste;;;;;;;;;;No;No;No;No;No;No;Yes;No;Sim
315;Não;Na família;Aumentou;Não;Sim;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;60 anos ou +;5ª a 8ª série do Fund.;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Católica;Região Sudeste;No;No;No;No;No;No;No;Yes;No;;;;;;;;;Não
316;Às vezes;Na sociedade;Diminuiu;Não;Em parte;Não;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;20 a 29 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim
317;Às vezes;Na sociedade;Continua igual;Não;Em parte;Não;Família;Não;Não;;;;;;;;;Não;No;No;No;Yes;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;No;No;40 a 49 anos;5ª a 8ª série do Fund.;Até 1 salário mínimo (Até R$ 415,00);Funcionária de empresa privada;Católica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim,
318;Não;Na família;Aumentou;Não;Não;Sim;Delegacia da Mulher;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;30 a 39 anos;5ª a 8ª série do Fund.;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim
319;Às vezes;Na sociedade;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;No;Yes;No;No;20 a 29 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Profissional liberal (Autônoma);Católica;Região Sudeste;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim
320;Não;Na família;Continua igual;Às vezes;Sim;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;No;No;No;No;Yes;No;Yes;Yes;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;60 anos ou +;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Do Lar (Dona de casa);Católica;Região Sudeste;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;Sim
321;Não;Na sociedade;Aumentou;Não;Não;Não;Delegacia da Mulher;Sim;Sim;Namorado;Não;;;Outra opção;;;0 a 16 anos;Sim;Yes;No;No;No;No;No;No;Yes;No;No;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;16 a 19 anos;5ª a 8ª série do Fund.;NS/NR;Funcionária de empresa privada;Católica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim,,
322;Não;Na família;Aumentou;Não;Em parte;Sim;Família;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;Yes;No;No;Yes;No;Yes;No;No;No;;;;;;;;;;;;;;;;;No;No;No;Yes;No;No;Yes;No;30 a 39 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Espírita;Região Sudeste;No;No;No;Yes;No;No;No;No;No;;;;;;;;;Sim
323;Não;Na família;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;Yes;No;No;Yes;No;Yes;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;30 a 39 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Profissional liberal (Autônoma);Outras religiões;Região Sudeste;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim
324;Sim;No trabalho;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;Yes;No;No;No;Yes;No;50 a 59 anos;Ensino Médio;Mais de 1 a 2 SM  (R$ 415,01 a R$ 830,00);Aposentada;Evangélica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;Não
325;Às vezes;No trabalho;Diminuiu;Não;Sim;Sim;Polícia / Delegacia;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;Yes;No;No;No;No;No;No;No;20 a 29 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Não
326;Não;Na sociedade;Continua igual;Às vezes;Em parte;Sim;Outras respostas;Sim;Sim;Marido;Não;;;Denunciou em Delegacia da Mulher (Ir para P24);;Bom;30 a 39 anos;Sim;No;No;No;Yes;No;No;Yes;No;No;No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;50 a 59 anos;Ensino Superior;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Funcionária de empresa privada;Sem religião - Ateu;Região Sudeste;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;Sim
327;Não;Na família;Aumentou;Não;Não;Não;Polícia / Delegacia;Sim;Não;;;;;;;;;Não;Yes;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;Yes;No;No;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;No;Yes;Yes;No;50 a 59 anos;Ensino Superior;Mais de 5 a 10 SM (R$ 2.075,01 a  R$ 4.150,00);Profissional liberal (Autônoma);Católica;Região Sudeste;;;;;;;;;;;;;;;;;;Sim
328;Não;Outros ambientes;Aumentou;Não;Não;Sim;Outras respostas;Não;Não;;;;;;;;;Sim;Yes;No;No;No;No;No;Yes;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;Yes;No;30 a 39 anos;Ensino Médio;NS/NR;Do Lar (Dona de casa);Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;;;;;;;;;Sim,,
329;Sim;Na família;Aumentou;Às vezes;Em parte;Sim;Polícia / Delegacia;Sim;Não;;;;;;;;;NS/NR;No;No;Yes;No;Yes;No;Yes;No;No;No;Yes;No;No;No;No;No;;;;;;;;;;;;;;;;;No;No;No;No;Yes;No;No;No;20 a 29 anos;Ensino Médio;Mais de 2 a 5 SM (R$ 830,01 a R$ 2.075,00);Estudante;Católica;Região Sudeste;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;Yes;No;Sim
